Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Porsche,Cayenne,2.6,Diesel,2001.0,71217.0,16789
Toyota,RAV4,2.0,Hybrid,2018.0,,52923
Ford,Mondeo,1.8,Diesel,2012.0,39923.0,22247
Porsche,718 Cayman,2.4,Petrol,1998.0,252380.0,2395
Toyota,RAV4,2.0,Hybrid,1993.0,113342.0,5640
Ford,Focus,1.4,Petrol,1993.0,106066.0,3403
Toyota,RAV4,2.2,Hybrid,2014.0,39814.0,39577
Toyota,RAV4,2.4,Hybrid,2002.0,178115.0,6664
Toyota,Prius,1.8,Hybrid,,,1254
Toyota,Prius,1.8,Hybrid,2014.0,51034.0,28437
Toyota,RAV4,2.0,Petrol,,,6923
Toyota,RAV4,2.0,Hybrid,2010.0,116749.0,17071
VW,Passat,1.4,Petrol,,318300.0,482
Ford,Focus,2.0,Diesel,2005.0,70202.0,12248
Toyota,RAV4,2.4,Hybrid,2010.0,52925.0,29212
VW,Passat,2.0,Diesel,1998.0,112170.0,5962
Ford,Fiesta,1.2,Petrol,2003.0,,1901
Ford,Mondeo,,Diesel,2009.0,32884.0,18987
VW,Golf,1.2,Petrol,2005.0,113136.0,5586
VW,Golf,1.4,Petrol,1985.0,269090.0,414
Toyota,RAV4,2.0,Petrol,,31102.0,35379
Toyota,Yaris,1.4,Hybrid,2021.0,10276.0,38901
Ford,Mondeo,1.8,Diesel,2013.0,5000.0,28875
Ford,Focus,,Petrol,2018.0,26840.0,25660
Toyota,RAV4,2.2,Hybrid,2007.0,69206.0,20606
VW,Polo,1.6,Petrol,2014.0,63006.0,14112
VW,Polo,1.4,Petrol,2016.0,45610.0,16837
Toyota,Yaris,1.0,Hybrid,2000.0,86902.0,5050
VW,Passat,2.0,Petrol,2001.0,78868.0,8819
BMW,Z4,2.4,Petrol,2017.0,57884.0,34025
Ford,Mondeo,1.4,Diesel,1993.0,196763.0,1688
,Golf,1.6,Hybrid,,110332.0,6919
VW,Golf,1.4,Diesel,,289646.0,534
VW,Polo,1.6,Petrol,2011.0,72003.0,10885
VW,Passat,1.8,Petrol,2018.0,42360.0,32909
Ford,Mondeo,1.8,Diesel,2015.0,50432.0,25483
,RAV4,1.8,Petrol,2003.0,,5458
VW,Golf,1.8,Petrol,,40271.0,21892
Toyota,Yaris,1.0,Hybrid,,69437.0,13543
Toyota,RAV4,2.2,Hybrid,2015.0,28056.0,45312
VW,Passat,2.0,Diesel,1985.0,287515.0,544
BMW,X3,2.4,Diesel,2001.0,,6871
Toyota,RAV4,2.4,Hybrid,1993.0,140537.0,4997
Ford,Focus,1.0,Petrol,,55408.0,15484
Toyota,Yaris,1.4,Petrol,2002.0,,3514
VW,Golf,1.8,Petrol,2021.0,6373.0,39459
Toyota,RAV4,2.4,Hybrid,,112049.0,15867
Toyota,Prius,1.8,Hybrid,2005.0,64815.0,14287
Toyota,RAV4,1.8,Hybrid,2007.0,46955.0,21497
Ford,Focus,1.0,Petrol,2006.0,102666.0,7017
,Polo,1.4,Diesel,2014.0,62309.0,13923
Toyota,RAV4,1.8,Hybrid,1993.0,196835.0,2693
VW,Golf,,Petrol,2017.0,33865.0,21213
Porsche,911,2.2,Petrol,2018.0,22199.0,91965
Toyota,Yaris,1.4,Hybrid,2001.0,109136.0,5434
Porsche,Cayenne,4.0,Petrol,2002.0,90474.0,18556
Toyota,RAV4,2.0,,2018.0,20952.0,54914
Ford,Mondeo,1.4,Diesel,1996.0,103176.0,4418
VW,Polo,,,,,3223
Toyota,Yaris,1.0,Hybrid,,74649.0,7671
Ford,Mondeo,2.0,Diesel,2019.0,34940.0,38517
Toyota,Prius,1.4,Hybrid,1993.0,196617.0,2024
VW,Golf,1.4,Petrol,,127387.0,4427
,Focus,1.0,Petrol,2011.0,85335.0,11093
Ford,Focus,1.4,Petrol,2003.0,88544.0,7528
Toyota,Prius,1.0,Hybrid,1992.0,176604.0,1903
Toyota,RAV4,1.8,Hybrid,2009.0,68833.0,21350
VW,Golf,1.2,Petrol,2010.0,99925.0,8602
,Z4,2.4,Petrol,2004.0,68708.0,13326
Toyota,RAV4,2.0,Hybrid,2004.0,129322.0,10382
Toyota,Yaris,1.4,Hybrid,2017.0,36461.0,25744
Toyota,Yaris,1.2,Petrol,2009.0,72738.0,9261
,Polo,1.4,Petrol,1993.0,217495.0,955
Toyota,RAV4,2.2,Hybrid,2016.0,28810.0,48228
VW,Golf,1.4,Petrol,1992.0,253413.0,764
VW,Passat,1.6,Diesel,1989.0,341741.0,378
Ford,Focus,,Petrol,1999.0,155679.0,3674
Ford,Mondeo,1.8,Diesel,2019.0,30787.0,37433
BMW,M5,5.0,Petrol,1996.0,140252.0,12001
Ford,Focus,1.0,Diesel,2012.0,36355.0,17093
,Fiesta,1.0,Petrol,1986.0,331165.0,170
Toyota,Yaris,1.4,Petrol,2017.0,30382.0,22227
Porsche,718 Cayman,,Petrol,1995.0,,5312
,Passat,1.4,,2001.0,101907.0,6576
Toyota,Prius,1.8,Hybrid,1991.0,173990.0,2443
Ford,Fiesta,1.0,Petrol,,138953.0,3203
VW,Passat,2.0,Diesel,2007.0,163156.0,7234
Ford,Focus,1.6,Petrol,2018.0,45204.0,29130
VW,Passat,2.0,Diesel,2022.0,7782.0,57759
VW,Golf,1.6,Petrol,2011.0,69205.0,13162
Toyota,Prius,1.0,Hybrid,2006.0,51828.0,12372
VW,Golf,2.0,Petrol,2000.0,92303.0,6024
VW,Golf,1.6,Petrol,2005.0,,5011
Ford,Fiesta,1.2,Petrol,2004.0,138699.0,3516
Toyota,Prius,1.8,Hybrid,,42787.0,17550
Porsche,718 Cayman,2.4,Petrol,2001.0,136494.0,8020
Toyota,Yaris,1.0,,2019.0,28087.0,26099
VW,Polo,1.2,Petrol,2007.0,,7614
Toyota,Prius,1.4,Hybrid,,,9994
Toyota,Prius,1.4,Hybrid,2019.0,,39212
VW,Golf,1.4,Petrol,2007.0,103965.0,7384
VW,Golf,2.0,Petrol,1991.0,264040.0,774
Ford,Fiesta,1.4,Petrol,1998.0,117616.0,3002
Toyota,Yaris,,,,100478.0,8002
Toyota,Prius,1.4,Hybrid,2016.0,,28468
VW,Golf,1.6,Petrol,1992.0,152855.0,1981
Ford,Focus,1.8,Petrol,2010.0,31473.0,19668
Toyota,RAV4,2.2,Petrol,2005.0,101278.0,12003
Ford,Focus,1.6,Hybrid,2016.0,27516.0,33957
VW,Golf,2.0,Diesel,2018.0,28407.0,31722
Ford,Mondeo,1.8,Diesel,2001.0,187542.0,3537
VW,Polo,2.0,Petrol,1988.0,160189.0,1345
Toyota,Yaris,1.4,Hybrid,2014.0,,19664
Toyota,Prius,1.8,Hybrid,1995.0,259370.0,1485
Ford,Fiesta,1.2,Petrol,2006.0,150801.0,3643
VW,Polo,,Petrol,2008.0,97682.0,6448
,Passat,2.0,Diesel,2012.0,99767.0,16624
Porsche,Cayenne,3.5,Petrol,1987.0,317546.0,888
Ford,Mondeo,,Petrol,,71971.0,8941
Toyota,RAV4,2.0,Hybrid,2000.0,115704.0,8835
Ford,Focus,1.6,Petrol,2007.0,91299.0,10304
VW,Polo,1.0,Petrol,2015.0,27980.0,14774
Ford,Mondeo,2.0,Petrol,2004.0,137798.0,6570
Ford,Mondeo,1.8,Diesel,2014.0,38215.0,25681
Toyota,Prius,1.4,Hybrid,,266923.0,1142
VW,Polo,1.0,Petrol,2008.0,46493.0,8303
Toyota,Prius,,,2003.0,122382.0,6167
VW,Polo,1.6,Petrol,2004.0,172952.0,3141
BMW,Z4,2.2,Petrol,1994.0,79111.0,6105
Toyota,RAV4,1.8,Hybrid,1994.0,203902.0,2705
Ford,Focus,1.0,,2018.0,34297.0,24582
Porsche,911,3.0,Petrol,2007.0,,19433
Toyota,Yaris,1.0,Hybrid,1996.0,35867.0,5384
Ford,Fiesta,1.2,Diesel,2011.0,86587.0,8723
Porsche,Cayenne,3.0,Diesel,2018.0,14658.0,78873
Ford,Focus,1.4,Petrol,,31287.0,33821
VW,Polo,1.2,Petrol,1998.0,178757.0,1735
Toyota,Yaris,1.4,Petrol,1994.0,53883.0,4162
Ford,Mondeo,1.6,Diesel,2018.0,10870.0,36852
Toyota,Prius,1.4,Hybrid,2005.0,82356.0,11191
VW,Polo,1.6,Petrol,1998.0,120898.0,3212
BMW,Z4,2.0,Petrol,1991.0,241081.0,1258
Ford,Fiesta,1.4,Petrol,1988.0,289688.0,342
Porsche,718 Cayman,2.4,Petrol,1997.0,246989.0,2355
BMW,X3,2.0,Petrol,,142992.0,2076
VW,Passat,1.8,Diesel,2011.0,64697.0,18821
BMW,M5,4.4,Petrol,1998.0,161830.0,10780
Ford,Focus,1.4,Petrol,2018.0,28024.0,30158
BMW,Z4,3.0,Petrol,1996.0,156682.0,4509
Ford,Fiesta,1.0,Petrol,2009.0,93538.0,6317
Toyota,Yaris,1.0,Petrol,2019.0,14288.0,23473
Ford,Focus,2.0,Petrol,2006.0,,11520
Toyota,RAV4,2.0,Hybrid,1986.0,215481.0,1508
BMW,Z4,2.2,Petrol,2019.0,,44415
VW,Passat,1.4,Diesel,2004.0,80705.0,9344
VW,Golf,2.0,Diesel,2009.0,60524.0,14316
VW,Passat,,Diesel,2002.0,113879.0,6429
Ford,Mondeo,1.6,Diesel,2012.0,85455.0,15593
VW,Golf,1.2,Petrol,2019.0,5596.0,28309
Ford,Mondeo,1.8,Hybrid,2015.0,55395.0,28228
Toyota,Yaris,1.2,Petrol,2000.0,136312.0,3178
Ford,Mondeo,1.8,Petrol,1999.0,108377.0,5607
BMW,M5,5.0,Petrol,2011.0,76754.0,52387
VW,Passat,1.6,Diesel,1995.0,206056.0,2007
Toyota,RAV4,2.0,Hybrid,2000.0,148540.0,6818
Ford,Fiesta,1.2,Petrol,2018.0,,19725
,Cayenne,3.0,,1995.0,222539.0,3410
VW,Golf,1.2,Diesel,2014.0,39321.0,17658
VW,Polo,1.2,Petrol,2003.0,,3381
Toyota,RAV4,2.0,Hybrid,,59725.0,29179
Toyota,RAV4,1.8,Hybrid,,,15805
Ford,Focus,2.0,Diesel,2010.0,83311.0,15630
Ford,Focus,1.4,Petrol,2018.0,41355.0,27892
Ford,Fiesta,,Diesel,2021.0,17474.0,26189
Toyota,RAV4,2.2,Hybrid,1992.0,199804.0,2713
VW,Polo,2.0,Petrol,2021.0,,33748
Ford,Fiesta,1.0,Petrol,2016.0,32446.0,14997
Toyota,RAV4,,Hybrid,1997.0,,6443
Ford,Focus,,Petrol,1994.0,118545.0,3311
Toyota,RAV4,1.8,Hybrid,2011.0,,14453
Toyota,Prius,,Hybrid,2006.0,84312.0,9973
VW,Passat,1.6,Diesel,2002.0,,8585
Toyota,Yaris,1.4,Petrol,1986.0,,914
Ford,Focus,1.0,Petrol,2007.0,84337.0,8556
Porsche,Cayenne,,Petrol,2002.0,114802.0,13435
Toyota,RAV4,2.2,Hybrid,2009.0,67314.0,23843
BMW,M5,5.0,Petrol,2000.0,122612.0,18006
VW,Golf,1.4,Petrol,1991.0,206254.0,1097
Toyota,RAV4,2.4,,2018.0,26632.0,58275
Porsche,718 Cayman,4.0,Petrol,1991.0,,2016
Ford,Mondeo,1.4,Petrol,1996.0,130905.0,3406
VW,Golf,1.2,Petrol,2004.0,98438.0,5829
Toyota,RAV4,2.2,Hybrid,2005.0,93525.0,15238
Toyota,Yaris,1.4,Hybrid,1992.0,116353.0,2824
Ford,Fiesta,1.2,Petrol,1996.0,109619.0,2585
VW,Polo,1.6,Petrol,2001.0,,3681
Toyota,RAV4,,Hybrid,2017.0,43027.0,45206
VW,Passat,2.0,Diesel,2015.0,48864.0,28657
Ford,Mondeo,1.8,Diesel,2012.0,81668.0,16982
Toyota,Prius,1.4,Hybrid,2018.0,29828.0,37183
VW,Golf,1.8,Petrol,1991.0,257172.0,783
Toyota,RAV4,1.8,Petrol,2014.0,51097.0,27842
Toyota,Yaris,1.4,Petrol,2017.0,32667.0,21935
VW,Golf,1.8,Petrol,1993.0,261776.0,857
VW,Polo,1.4,Petrol,1987.0,219722.0,627
Toyota,RAV4,2.2,Petrol,2020.0,20840.0,54875
BMW,Z4,2.4,Petrol,1997.0,,3243
BMW,M5,4.0,Petrol,2017.0,34125.0,91619
Ford,Focus,2.0,Petrol,1988.0,261729.0,771
Toyota,Yaris,1.2,,2016.0,,22347
Ford,Mondeo,1.4,Diesel,2002.0,161406.0,4165
Toyota,Prius,1.4,Hybrid,1991.0,162940.0,2365
Ford,Focus,1.8,Petrol,1991.0,336739.0,437
Ford,Focus,1.4,Petrol,2009.0,103983.0,10044
Ford,Fiesta,1.0,Petrol,,38404.0,16547
VW,Passat,1.4,Diesel,1993.0,,3343
Toyota,Yaris,1.0,Hybrid,2002.0,148230.0,3614
VW,Passat,1.8,Diesel,2006.0,107503.0,9985
VW,Passat,2.0,Diesel,2004.0,,8086
Porsche,Cayenne,3.0,Petrol,2010.0,79557.0,29571
BMW,M5,4.4,Petrol,2002.0,,21943
VW,Passat,,Diesel,1991.0,95548.0,3780
Toyota,Yaris,1.4,Hybrid,1987.0,288484.0,449
Ford,Mondeo,,Diesel,1995.0,118507.0,3938
Toyota,Yaris,1.0,Hybrid,1996.0,93423.0,3692
BMW,X3,3.0,Diesel,2007.0,88368.0,17529
,Cayenne,3.0,Petrol,2003.0,140899.0,11711
BMW,X3,2.0,,1995.0,36797.0,8995
VW,Passat,2.0,Petrol,2000.0,129208.0,5690
VW,Passat,1.8,Diesel,2015.0,,23341
Toyota,Yaris,1.4,Hybrid,2018.0,34625.0,27818
Toyota,Yaris,1.2,Petrol,2008.0,97903.0,7263
Toyota,Yaris,1.2,Petrol,1997.0,270963.0,797
Ford,Mondeo,1.6,Diesel,2013.0,,17705
VW,Golf,1.2,Petrol,2001.0,166693.0,2786
Ford,Focus,2.0,,1995.0,112716.0,4422
Ford,Fiesta,,Hybrid,1987.0,276979.0,400
VW,Golf,1.8,Petrol,2003.0,101937.0,6509
VW,Polo,1.0,Petrol,2013.0,43886.0,11774
VW,Polo,1.2,Petrol,2013.0,73855.0,10637
,Focus,1.6,Petrol,2017.0,57873.0,25173
Ford,Focus,1.6,Diesel,2001.0,121698.0,5785
VW,Polo,,Petrol,2009.0,81883.0,7711
,Passat,1.4,Diesel,2000.0,171496.0,3538
Ford,Focus,1.0,Petrol,1987.0,132547.0,1573
VW,Passat,1.4,Petrol,2017.0,24430.0,30141
BMW,X3,2.4,Diesel,2006.0,98950.0,13593
VW,Passat,1.4,Diesel,2009.0,132842.0,8852
VW,Polo,1.4,Petrol,1986.0,260477.0,404
VW,Passat,,Diesel,1991.0,235666.0,1177
Toyota,RAV4,,Hybrid,2011.0,82763.0,24530
Ford,Focus,1.4,Diesel,2016.0,39673.0,25891
Ford,Fiesta,1.0,Petrol,1992.0,47774.0,2762
BMW,Z4,2.0,Petrol,2014.0,58147.0,25387
Ford,Mondeo,2.0,Diesel,,154479.0,5636
VW,Polo,1.4,Petrol,,46322.0,13725
VW,Golf,1.8,Diesel,1996.0,,1995
Porsche,Cayenne,3.0,Petrol,2013.0,,46753
Toyota,Yaris,,Petrol,2006.0,96885.0,5845
Toyota,Yaris,,Hybrid,2019.0,20700.0,32186
Ford,Mondeo,1.4,Hybrid,,145462.0,5077
VW,Polo,,Petrol,2018.0,38340.0,16989
VW,Golf,1.4,Petrol,2008.0,116255.0,7198
BMW,Z4,2.0,Petrol,,93076.0,9615
Toyota,Prius,1.4,Hybrid,,74177.0,16520
Toyota,RAV4,1.8,Hybrid,1995.0,149567.0,4596
VW,Passat,1.6,Petrol,1990.0,117398.0,2863
VW,Golf,1.6,Petrol,2002.0,,5103
VW,Polo,1.0,Petrol,2020.0,22940.0,21213
VW,Passat,1.8,Diesel,,37534.0,22303
Toyota,RAV4,1.8,Hybrid,2011.0,94925.0,20356
Toyota,Yaris,,Hybrid,1992.0,174037.0,1496
VW,Passat,,Petrol,,,4174
Ford,Fiesta,1.4,Petrol,,32544.0,14520
BMW,Z4,,Petrol,2014.0,59274.0,26434
Toyota,RAV4,2.0,Hybrid,2001.0,202340.0,4610
VW,Passat,1.8,Diesel,1992.0,129841.0,3309
VW,Passat,1.8,Petrol,2005.0,80034.0,10836
Ford,Focus,2.0,Petrol,1996.0,,2469
Ford,Mondeo,2.0,Diesel,2019.0,36447.0,38177
Toyota,RAV4,2.4,,,134946.0,7292
Toyota,Yaris,1.0,Petrol,2010.0,58886.0,9901
VW,Passat,1.6,Diesel,2000.0,127543.0,5414
Ford,Fiesta,1.0,Petrol,2004.0,157340.0,2758
Toyota,Yaris,1.0,Petrol,,169299.0,1214
Toyota,Yaris,1.4,Hybrid,1987.0,205406.0,966
VW,Golf,1.6,Petrol,2003.0,76484.0,7351
Ford,Fiesta,1.4,Petrol,2012.0,75934.0,10326
VW,Polo,2.0,Diesel,2000.0,127046.0,4109
Toyota,Prius,,Hybrid,2017.0,39115.0,37356
VW,Passat,1.6,Diesel,2015.0,18626.0,30577
Toyota,Prius,1.4,Hybrid,1991.0,231525.0,1296
Ford,Focus,1.8,Petrol,1996.0,112992.0,4475
Ford,Fiesta,1.2,Petrol,2002.0,170034.0,2377
Ford,Mondeo,1.6,Diesel,2016.0,,29387
Ford,Fiesta,,Hybrid,,39606.0,17681
Toyota,RAV4,2.4,Petrol,1996.0,284839.0,1414
Toyota,RAV4,1.8,Hybrid,2017.0,30794.0,46103
Toyota,Prius,1.0,Hybrid,2013.0,81281.0,16243
VW,Polo,1.2,Petrol,1991.0,163174.0,1241
Ford,Mondeo,2.0,Diesel,,212984.0,1530
BMW,M5,4.0,Petrol,2007.0,97405.0,31027
Ford,Fiesta,1.0,Petrol,1997.0,215739.0,1043
Toyota,Yaris,1.2,Hybrid,2003.0,85571.0,6820
Ford,Fiesta,1.2,Petrol,2001.0,185312.0,1951
,Fiesta,1.4,Petrol,1991.0,287138.0,428
Porsche,718 Cayman,2.4,Petrol,2004.0,135042.0,9909
Toyota,Yaris,1.2,Hybrid,,56205.0,18479
VW,Passat,1.6,Petrol,2008.0,82771.0,12244
BMW,M5,5.0,Petrol,2017.0,39154.0,99436
VW,Golf,2.0,Petrol,2005.0,109364.0,7420
Ford,Focus,1.6,Petrol,1989.0,226513.0,1019
BMW,M5,5.0,Petrol,2014.0,58820.0,72066
VW,Golf,,Hybrid,1994.0,,2898
Ford,Fiesta,1.0,Petrol,2008.0,,7080
Toyota,Yaris,1.0,Hybrid,2017.0,38436.0,21505
Ford,Mondeo,1.8,Diesel,1998.0,,3525
BMW,X3,,Petrol,2012.0,90750.0,20490
Ford,Mondeo,1.4,Petrol,2012.0,53155.0,17227
Ford,Focus,1.8,Diesel,1993.0,176575.0,2301
VW,Polo,1.0,Petrol,1993.0,,2380
Ford,Mondeo,1.4,Diesel,1998.0,169919.0,2970
VW,Passat,2.0,Diesel,2015.0,45664.0,29228
VW,Polo,1.4,Petrol,2017.0,58793.0,16569
,Polo,1.2,Petrol,2013.0,42711.0,12990
Ford,Focus,1.6,Diesel,2004.0,93927.0,8692
Ford,Mondeo,2.0,Diesel,2016.0,54653.0,27962
Ford,Focus,1.8,Diesel,2016.0,58749.0,26080
Toyota,Prius,1.4,Hybrid,1990.0,274599.0,814
Ford,Mondeo,1.8,Diesel,2005.0,170050.0,5365
,Polo,2.0,Petrol,2010.0,71872.0,11395
VW,Polo,2.0,Diesel,,,12110
Ford,Mondeo,2.0,Diesel,2017.0,49974.0,30780
Toyota,RAV4,1.8,Hybrid,2015.0,49497.0,36072
Toyota,Prius,1.0,Hybrid,1988.0,108794.0,2516
Toyota,Prius,1.4,Hybrid,,157337.0,1661
VW,Golf,1.6,Diesel,2013.0,56754.0,17127
Porsche,718 Cayman,2.0,Petrol,1998.0,143853.0,5650
VW,Golf,,Petrol,2013.0,71517.0,14808
Ford,Fiesta,1.0,Petrol,,268571.0,460
VW,Golf,2.0,Petrol,1995.0,170237.0,2340
Toyota,Yaris,1.2,Petrol,2011.0,95160.0,9049
Toyota,Prius,1.8,Hybrid,1990.0,133913.0,3178
VW,Passat,1.8,Diesel,2011.0,80451.0,16926
VW,Polo,1.0,,1995.0,168060.0,1420
Toyota,RAV4,1.8,Petrol,2015.0,65337.0,27163
Ford,Mondeo,1.8,Diesel,1991.0,182712.0,1893
Toyota,Yaris,1.2,Hybrid,1997.0,136584.0,3116
Toyota,Prius,1.8,Hybrid,2010.0,49300.0,22017
Ford,Fiesta,1.2,Petrol,1999.0,184669.0,1717
VW,Passat,1.8,Petrol,2004.0,,8796
,Prius,1.0,Hybrid,2010.0,96245.0,11961
Ford,Mondeo,2.0,Diesel,1995.0,262644.0,1268
Toyota,RAV4,2.4,Hybrid,2015.0,52330.0,40922
Toyota,RAV4,2.4,Hybrid,2020.0,19435.0,69312
Toyota,Yaris,1.2,Hybrid,2016.0,63664.0,18824
Ford,Fiesta,1.4,Petrol,,61988.0,11331
VW,Polo,1.2,Petrol,,,11231
Ford,Focus,1.6,Diesel,2013.0,17129.0,25771
VW,Golf,2.0,Diesel,1990.0,201008.0,1349
Toyota,Prius,1.8,Hybrid,2004.0,121307.0,8919
VW,Passat,1.6,Petrol,2006.0,151140.0,6368
VW,Golf,2.0,Petrol,2015.0,66206.0,19598
Ford,Mondeo,,Diesel,2000.0,140343.0,4911
Toyota,Yaris,1.2,Hybrid,2017.0,37430.0,23698
VW,Golf,1.4,Diesel,1996.0,126814.0,3130
Ford,Focus,2.0,Petrol,2012.0,115289.0,13471
Toyota,Prius,1.8,Hybrid,1994.0,132870.0,4184
VW,Polo,2.0,Petrol,2012.0,92366.0,11293
VW,Polo,1.0,Diesel,2007.0,68019.0,7107
,Yaris,1.2,Petrol,1986.0,256473.0,438
BMW,Z4,2.4,Petrol,2016.0,33380.0,36980
Porsche,911,3.5,Petrol,,52773.0,74126
BMW,M5,4.4,Petrol,,78948.0,45287
Toyota,RAV4,,,2003.0,119563.0,11477
VW,Polo,,Petrol,1992.0,160404.0,1467
,Yaris,1.2,Petrol,1999.0,157966.0,2493
VW,Golf,1.6,Petrol,2018.0,27157.0,27215
BMW,Z4,2.0,Petrol,2011.0,79703.0,18006
VW,Polo,1.4,Petrol,1998.0,167104.0,2069
Toyota,Yaris,1.2,Hybrid,2016.0,47924.0,20806
Ford,Focus,1.4,Diesel,2007.0,101073.0,9429
BMW,X3,3.0,Diesel,2016.0,25018.0,47818
BMW,X3,2.4,Diesel,1988.0,275595.0,902
Ford,Mondeo,1.6,Petrol,2003.0,156535.0,4720
Toyota,Yaris,1.4,Hybrid,2006.0,126743.0,6628
VW,Passat,2.0,Diesel,2006.0,100052.0,11120
VW,Passat,2.0,Petrol,1987.0,236388.0,954
Toyota,Prius,1.8,Hybrid,2007.0,121012.0,10918
Ford,Focus,2.0,Diesel,2000.0,,2972
Toyota,Prius,1.4,Hybrid,1992.0,142260.0,2996
BMW,Z4,,Petrol,2014.0,37663.0,28810
Ford,Focus,1.0,Petrol,1991.0,168148.0,1535
Toyota,RAV4,1.8,Hybrid,2015.0,22825.0,42212
Toyota,RAV4,2.4,Hybrid,,114858.0,13594
Toyota,Prius,1.0,Hybrid,1993.0,89971.0,4028
VW,Golf,1.6,Petrol,1986.0,311658.0,316
Ford,Mondeo,1.4,Diesel,2004.0,148376.0,5299
Toyota,Yaris,,,2009.0,68155.0,11460
Toyota,Yaris,1.2,Petrol,2010.0,82934.0,9232
Toyota,Prius,1.8,Hybrid,2005.0,88808.0,12128
VW,Golf,1.4,Petrol,,37644.0,20964
VW,Polo,1.2,Petrol,2014.0,71010.0,11591
Toyota,Prius,1.8,Hybrid,2004.0,91064.0,11165
,Mondeo,1.8,Diesel,1987.0,248446.0,805
Ford,Mondeo,2.0,Petrol,,48270.0,25928
Toyota,Yaris,1.4,Hybrid,2016.0,32161.0,24697
VW,Polo,2.0,Petrol,,68047.0,16315
BMW,M5,4.0,Petrol,1994.0,,2905
Toyota,RAV4,2.4,Hybrid,1999.0,167406.0,5976
Ford,Fiesta,1.2,Hybrid,2011.0,63482.0,11663
Ford,Fiesta,1.2,Diesel,2020.0,18077.0,24419
Ford,Focus,1.0,Petrol,2018.0,33714.0,24665
Ford,Fiesta,1.4,Petrol,2013.0,56754.0,12528
Ford,Mondeo,2.0,Petrol,1999.0,116570.0,5556
Ford,Mondeo,2.0,Petrol,2002.0,150200.0,5201
VW,Polo,1.2,Petrol,2011.0,55596.0,10495
Ford,Mondeo,1.8,Diesel,2002.0,148691.0,5245
Ford,Focus,1.8,Petrol,1993.0,,304
Toyota,Yaris,1.0,Petrol,2004.0,133498.0,3874
Toyota,Prius,1.0,,2019.0,18083.0,35874
Toyota,Prius,1.8,Hybrid,1994.0,219451.0,2003
Toyota,Yaris,1.4,Hybrid,2020.0,8085.0,36811
Ford,Fiesta,1.0,Hybrid,,55390.0,13700
VW,Golf,1.4,Diesel,2016.0,35985.0,22229
Toyota,Prius,1.4,Hybrid,2013.0,39929.0,25111
VW,Golf,1.2,Petrol,2007.0,81447.0,8033
BMW,Z4,2.2,,2014.0,49329.0,28150
BMW,Z4,2.2,Petrol,2013.0,28964.0,29736
Ford,Focus,1.4,Petrol,2017.0,61651.0,22981
Toyota,Prius,1.8,Hybrid,2012.0,35178.0,27398
VW,Polo,1.4,Petrol,2005.0,136183.0,4251
,Cayenne,3.0,Petrol,2015.0,45607.0,51481
Toyota,Prius,1.0,Hybrid,2016.0,32437.0,27092
Toyota,Prius,1.4,Hybrid,2010.0,102038.0,13567
Toyota,Prius,1.0,Hybrid,2020.0,9787.0,40087
Toyota,RAV4,2.0,Hybrid,1994.0,144450.0,4725
Ford,Mondeo,1.6,Hybrid,,106403.0,10975
BMW,X3,2.0,Diesel,2006.0,,12696
VW,Passat,,Diesel,1994.0,123733.0,3738
Toyota,RAV4,2.2,Petrol,1989.0,,2945
Toyota,Prius,1.4,Hybrid,2017.0,34908.0,33775
Ford,Mondeo,1.6,Diesel,2017.0,,24108
Porsche,718 Cayman,4.0,Petrol,1999.0,193219.0,5634
Toyota,RAV4,1.8,Hybrid,,131000.0,11107
Ford,Fiesta,1.4,Petrol,2013.0,59591.0,12302
BMW,M5,4.0,Petrol,2011.0,66966.0,50043
VW,Passat,1.8,Diesel,2006.0,137849.0,7897
Ford,Fiesta,1.2,Petrol,2000.0,114598.0,3250
VW,Passat,2.0,Diesel,2018.0,30929.0,38967
VW,Golf,1.4,Diesel,,32129.0,22735
Ford,Fiesta,1.2,Petrol,2000.0,83148.0,4087
Ford,Fiesta,1.0,Petrol,,82847.0,8321
Porsche,Cayenne,4.0,Petrol,1999.0,217039.0,5402
VW,Golf,1.6,Hybrid,1991.0,231937.0,1117
,RAV4,1.8,Petrol,1991.0,71702.0,5257
VW,Polo,1.4,Petrol,2010.0,31962.0,12242
,Golf,1.2,Diesel,2003.0,32559.0,8826
VW,Polo,1.6,Diesel,1996.0,259256.0,894
Ford,Mondeo,1.4,Diesel,2009.0,9700.0,19035
VW,Passat,2.0,Diesel,,87586.0,11378
Ford,Fiesta,1.2,Petrol,1998.0,155188.0,2061
Toyota,RAV4,2.2,Hybrid,2018.0,40276.0,51529
BMW,X3,3.0,Diesel,,160639.0,10016
VW,Passat,1.6,Diesel,2002.0,149336.0,5197
BMW,Z4,2.0,Petrol,1993.0,,2394
Toyota,RAV4,2.2,Hybrid,1991.0,199870.0,2537
Ford,Fiesta,1.0,Petrol,,88889.0,3136
Ford,Mondeo,1.4,Diesel,,7810.0,42784
Ford,Fiesta,1.0,Diesel,2013.0,80887.0,9468
Toyota,Prius,1.4,,1990.0,28105.0,5806
Ford,Focus,,Petrol,1997.0,213524.0,2183
Porsche,718 Cayman,2.0,Petrol,2021.0,17045.0,62459
Toyota,Prius,1.8,Hybrid,1995.0,,5555
Ford,Focus,1.4,Diesel,1985.0,296935.0,398
